X,y
seasonal influenza vaccination will be mandatory in georgia this fall  covid 19 mortality rates are significantly lower than the fatalities caused by other viruses ,fake
facebook post that compares deaths in italy during coronavirus pandemie with deaths during seasonal flu outbursts from 2014 to 2017  the post says that during 2014 seasonal flu outburst 375 000 people died in italy and it was the real problem and coronavirus deaths compared to this aren t serious ,fake
 a graphic attributed to the state run philippine news agency  pna  that features a purported quote from philippine president rodrigo duterte has been shared in multiple posts on facebook  the graphic claims that duterte said the government has completed distributing cash assistance to those affected by the novel coronavirus pandemic ,fake
there is no one in new zealand receiving hospital level care for covid 19  yesterday our laboratories completed 1620 tests which brings the total number of tests completed to date to 43126,real
438 new cases of covid19 nigeria  lagos 123 kaduna 50 rivers 40 edo 37 adamawa 25 oyo 20 nasarawa 16 osun 15 enugu 15 fct 14 ekiti 13 ondo 13 ebonyi 11 katsina 10 abia 9 delta 8 kwara 4 ogun 3 cross river 3 kano 3 bauchi 3 yobe 2 sokoto 1 niger 1 ,real
since the 11 08 20 we have contacted 1983 close contacts of our existing cases and we have traced 1861 of those people who are self isolating will have been tested or are waiting testing ,real
a video shows bats the main source of the coronavirus on many roofs in hubei district ,fake
if there is a larger outbreak the entire building will have to be closed for 48 hours after thorough disinfection  all staff will work from home till the building is adequately disinfected and is declared fit for re occupation   2 4 ,real
local man appoints himself world s foremost expert on coronavirus ,fake
increase in cases  as we ve eased the restrictions  amp  continue to increase testing capacity it s likely we ll see an increase in covid19 cases in nigeria  whether that increase continues or not will depend on our collective action     chikwe i take respin sibility 2 4 ,real
we have stocked for a further 303000 tests currently in nz  the level 3 restrictions and the speed they were implemented would have made a material difference in containing this outbreak ,real
rt  cdcdirector  cdc is closely monitoring covid19 case increases with 48 boots on the ground teams across the us  we are working with sta ,real
 odoylecharlotte  govlarryhogan  govrondesantis just noting   govrondesantis and the florida health department do actually put out the most complete statistics that we ve seen from a state government   alexismadrigal,real
raymond royce rife developed a method using sound frequencies to cure cancer 100  and kill bacteria and viruses  it was harmless  quick virtually free and100  effective as he scanned the frequencies amplitude and characteristics guess what  he  amp  his work was erased by big pharma ,fake
rt  niosh  farm owners and operators can help slow the spread of covid19  new  cdcgov and  usdol guidance is available to help farm owners ,real
madagascar does not have any cases of the coronavirus,fake
have you seen the hashtag official secrets act  it pertains to rumours that uk pm  borisjohnson never had covid19  well it should come as no surprise that it s been debunked by fact checkers  here s the most recent issue of our coronacheck newsletter   ,fake
india fights corona five states of maharashtra karnataka andhra pradesh uttar pradesh and tamil nadu contribute 61  of the total active cases  the total number of active cases in the country stands at 897394 as on date  ,real
coronavirus cancels billions of man hours of pointless military bullshit ,fake
lockdown in telangana extended till 3 june 2020 ,fake
an update on alert levels auckland will remain at alert level 3 and the rest of new zealand will remain at level 2 until 11 59 pm on wednesday the 26th of august  this brings us to a full 2 weeks in total  ,real
says president barack obama  waited six months to call swine flu an emergency after thousands died ,fake
this is made up of 1144 confirmed cases which is the number reported to world health organization and 350 probable cases    we now have 1371 people reported as having recovered from covid 19 an increase of 3 on yesterday  this is 92  of all confirmed and probable cases ,real
10 million people contracted tuberculosis last year  1 5 million people died  did you even know  were you scared for your life  did we wear masks  close the economy  cancel schools  and ruin small businesses  no  why  because the media didn t tell you to be afraid ,fake
